,NewDate,post_time,title,content
572,4,2016/1/7 19:16,元大期貨台股期指盤後－空方下殺不手軟 利空環伺期指跌,"鉅亨台北資料中心◆盤勢分析<BR>週四市場受利空所籠罩，蘋果公司因產量下修，週三股價重跌2%，持續帶給台灣蘋概股壓力，可成和聯發科都重跌9%以上，另外人民幣持續貶值，也衝擊金融股，讓龍頭富邦金和國泰金連日走弱，上述的因素都使台指期延續前3日的空頭行情，開盤後迅速下挫，接連跌破7900點和7800點整數關卡，而在10:00左右，陸股滬深300指數跌逾7%，再度引發熔斷機制，讓陸股停止交易至收盤，台指期跌勢也隨之轉弱，維持低檔震盪的格局至收盤，終場回到7800點附近；期現貨逆價差再次擴大至47點，且舊制選擇權波動率指數21.46上升至22.26，反應投資人的避險意識再度增溫。<BR>觀察法人籌碼變化，三大法人連續4日同步賣超現貨，合計賣超137.1億元，近7個交易日累計賣超508.6億元；再由台指期留倉淨部位來看，外資減碼淨多單2,299口至17,881口，自營商也減碼淨空單1,130口至1,292口，三大法人合計淨多單減少1,078口至8,159口，透露出法人逐漸轉為謹慎。<BR>週四台股成交金額為1,170億元，量能突破千億，隱含投資人下殺意願強烈；各類期指中，電子期和金融期受利空因素而雙雙重挫，其中金融期上方均線呈空頭排列，收盤價已低於2015年8/24日股災時的水位，盤勢相當疲弱；台指期開紅盤後連續4日收跌，累計下跌超過400點，週四回測7730點附近，透露出下檔風險依然不低。"
621,5,2016/1/8 08:27,《期貨》陸股熔斷，台股慘跌(元大期貨提供),"週四市場受利空所籠罩，蘋果公司因產量下修，股價重跌，持續帶給台灣蘋概股壓力，可成和聯發科都重跌9%以上，另外人民幣持續貶值，也衝擊金融股，讓龍頭富邦金和國泰金連日走弱，上述的因素都使台指期延續前3日的空頭行情，開盤後迅速下挫，接連跌破7900點和7800點整數關卡，而在10:00左右，陸股滬深300指數跌逾7%，再度引發熔斷機制，讓陸股停止交易至收盤，台指期跌勢也隨之轉弱，維持低檔震盪的格局至收盤，終場回到7800點附近；期現貨逆價差再次擴大至47點，且舊制選擇權波動率指數21.46上升至22.26，反應投資人的避險意識再度增溫。<BR> 觀察法人籌碼變化，三大法人連續4日同步賣超現貨，合計賣超137.1億元，近7個交易日累計賣超508.6億元；再由台指期留倉淨部位來看，外資減碼淨多單2,299口至17,881口，自營商也減碼淨空單1,130口至1,292口，三大法人合計淨多單減少1,078口至8,159口，透露出法人逐漸轉為謹慎。 <BR> 週四台股成交金額為1,170億元，量能突破千億元，隱含投資人下殺意願強烈；各類期指中，電子期和金融期受利空因素而雙雙重挫，其中金融期上方均線呈空頭排列，收盤價已低於2015年8月24日股災時的水位，盤勢相當疲弱；台指期開紅盤後連續4日收跌，累計下跌超過400點，週四回測7730點附近，透露出下檔風險依然不低。(元大期貨提供)"
652,5,2016/1/8 11:03,《盤中解析》股王回神，台股見紅,美股昨晚延續近日大跌頹勢，道瓊一度暴跌450點，終場四大指數仍重挫2.32%~3.32%，顯示美股依舊動盪，亞股今漲跌互見，台股今開低拉高後，指數一度翻紅震盪，約10:00時，指數震盪於平盤附近，目前國際股市依舊低迷，短線建議待指數重回8000點之上再重新布局題材績優股。<BR> 電子股方面，受到蘋果iPhone首季銷售遭唱衰下，蘋概股近期哀鴻遍野，今略顯回神，股王大立光 (3008) 止跌回穩，盤中漲幅逾2.5%，美律 (2439) 、致伸 (4915) 漲幅也達2.5%~3.5%，和碩 (4938) 、嘉聯益 (6153) 、順達科 (3211) 亦小漲震盪。<BR> 在法人逆勢加碼下，節能概念股為今日盤中多頭指標之一，合晶 (6182) 漲幅逾5.5%，億光 (2393) 大漲4.5%，晶電 (2448) 、中美晶 (5483) 、昱晶 (3514) 、上緯 (4733) 、新日光 (3576) 、綠能 (3519) 等漲幅也多逾2%。<BR> 在國際股市、台股環境不佳下，具基本面、題材面支撐的族群自然躍上抗跌指標，好比網通族群，2015年業績表現不俗，加上2016年在全球持續力拚網路基礎建設下，營運動能可望進一步彈升，神準 (3558) 去年每股獲利可望挑戰16元大關，今漲幅達4.5%，訊舟 (3047) 、波若威 (3163) 也在轉機題材下，大漲逾3.5%，其餘啟? (6285) 、韋僑 (6417) 、中磊 (5388) 、仲琦 (2419) 、全新 (2455) 等，漲幅也多在1.5%~2.5%。<BR> 近期就電子股來說，由於類股指數已經跌破十年線，導致長線有轉弱壓力，短線上或有跌深反彈可期，大型股仍需留意外資賣壓。<BR> 分析師表示，目前歐美股市依舊走跌，陸股暫停熔斷機制，全球經濟環境依舊動盪，包括人民幣重貶、沙伊斷交、北韓氫彈試射、油價持續破底等，種種因素都導致全球股市劇烈震盪，台股也難脫觀望氣氛，導致均線下彎，恐較不易有強攻表現，而櫃買指數季線開始下彎，中小型個股恐震盪加劇，目前盤勢仍屬低迷表現，短期內僅能先觀察指數能否複製去年八月底的走勢，在十年線附近上演止跌反攻戲碼。目前在操作上建議逢反彈減碼，待指數重回8000點之上再重新布局題材績優股即可，但建議題材股可觀察，較具抗跌機會。
697,5,2016/1/8 18:51,元大期貨台股期指盤後－空方攻勢遭中斷 上方壓力待突破,"鉅亨台北資料中心◆盤勢分析<BR>週四美股平均重跌超過1.5%，歐台期也下跌61 點，導致週五台指期早盤開在7800點之下，不過因中國取消了僅實施4日的熔斷機制，同時也對大股東出脫持股作一定程度的限制，讓市場的壓力大幅減輕，令台指期出現技術性反彈，日線迅速由黑翻紅，隨後直到收盤為止，大致都維持在平盤上整理，終場以上漲63點作收，停止連續4日的下跌趨勢；期現貨逆價差由47點收斂至29點，且舊制選擇權波動率指數也從22.26下降至21.8，都顯露出市場的空頭行情略有淡化。<BR>觀察法人籌碼變化，三大法人合計賣超31.7 億元，連續8個交易日賣超，其中外資賣超49.4億元，自營商則買超21.6億元；再由台指期留倉淨部位來看，外資減碼淨多單1,263口至16,618口，自營商也減碼淨空單1,232口至60口，三大法人合計淨多單增加777口至8,936口，整體法人賣超現貨，但加碼期貨淨多單，仍預期逆價差會逐漸收斂。<BR>各類期指方面，電子權值股的買氣明顯回溫，近期跌幅較重的大立光和聯發科分別收漲 7.92%和3.64%，帶動電子期反彈超過1%；金融類股也因人民幣止貶，加上金管會運用調升融券保證金至120%的方式救市，讓連日下挫的國泰金和富邦金回穩，連帶激勵金融期回升；但技術面上，台指期買盤雖然略有回溫，目前仍位於相對低檔的水位，上方也還有層層均線的壓力需突破，短線上不容過度樂觀。"
758,5,2016/1/9 11:55,《政治》選後多數黨組閣？馬英九：謝謝大家關心,馬英九總統9日前往國立台灣博物館訪視「新住民服務大使」培訓成果，對於媒體詢問是否有意選後讓多數黨組閣，馬英九僅回應「謝謝大家關心」。(新聞來源：中時即時 姚志平)
760,5,2016/1/9 13:05,《政治》淡江大橋第二標開工，馬英九談馬習會,淡江大橋第二標新建工程今上午舉辦開工典禮，由馬英九總統主持。馬英九在致詞時，除讚許淡江大橋的效益，也不忘提起馬習會，指出在他的任內曾建造金門大橋、淡江大橋2座橋樑，2個月在更在新加坡建立無形的和平橋梁，也希望這3座橋梁都能達成它們的目標。<BR> 馬英九表示，淡江大橋和金門大橋都是昔日的選舉浮橋，選舉時被人提起，選舉後就被人忘記，但他上個星期至金門視察金門大橋的施工狀況，雖然比預定的工程較慢，但是在穩穩前進中，如今來參加淡江大橋第二標的動工典禮，「這是我結束的第二座選舉浮橋」。<BR> 馬英九也提到馬習會，指他2個月前在新加坡，與中國大陸領導人習近平共同打造無形的跨海和平大橋，希望金門大橋、淡江大橋和這座無形的和平大橋，都能達到縮短兩邊距離、減少時間和資源浪費，與打造新的里程碑的的3個目標。(新聞來源：中時即時 陳柔瑜)
998,7,2016/1/12 15:16,《集中市場》生醫股腿軟，三大法人賣超44.66億元,美股昨夜小幅彈升，台股在國家隊力挺下跳空開高，面板雙虎及玻陶股強勢領軍，推升指數一度上攻至7851.81點，惟受制日陸等亞股走勢震盪，且周末總統大選將屆，市場觀望氣氛濃厚，生醫股、股王大立光 (3008) 、股后漢微科 (3658) 帶頭下殺，大盤由紅翻黑，全日震盪逾百點，所幸金融股穩住陣腳，終場加權指數下跌19.97點為7768.45點，成交值860.87億元，7800點得而復失。今日外資賣超31.5671億元，投信買超7.6997億元，自營商賣超20.8004億元，三大法人賣超44.66億元。<BR> 電子股方面，面板雙虎友達 (2409) 、群創 (3481) 上季營收同步衰退，財報赤字壓力浮現，近期股價持續重挫，今日獲買盤力挺，雙雙帶量強攻；股王大立光 (3008) 、股后漢微科 (3658) 今日聯袂開高震盪走低，齊挫近半根停板；權值股台積電 (2330) 收在平盤，聯發科 (2454) 、宏達電 (2498) 齊步走跌。傳產股方面，玻陶股凱撒衛 (1817) 挾上月營收創新高、今年業績持續看俏，股價強勢大漲，帶動台玻 (1802) 同步走揚，成盤面上焦點族群。國際原油價格再度走軟，逼近每桶30美元大關，有利航運股營運，航空雙雄華航 (2610) 、長榮航 (2618) 攜手高飛。新藥股王浩鼎 (4174) 市值摔破千億元，中裕 (4147) 同步觸及跌停，空方壓力傾巢而出，拖累上櫃生醫股重摔6%，盤面上最弱勢。金融股開高震盪，富邦金 (2881) 尾盤獲買單拉抬，壽險股中壽 (2823) 、新光金 (2888) 同步止跌，帶動類股收紅。<BR> 焦點股方面，近期台股跌跌不休，上市櫃新兵邑錡 (7402) 、銘鈺 (4545) 及同泰 (3321) 同步跌破承銷價，銘鈺更殺至上市來新低。業績股為今日多頭指標，F-永冠 (1589) 去年營收及出貨量同創新高，今日一度觸頂；碩天 (3617) 上月及去年業績表現亮眼，外資擴大買超，今日突破短均糾結爆量攻頂；和碩 (4938) 去年營收年增19.0%，股價勁揚3%；微星 (2377) 估去年EPS約4.22元，可望創歷史新高，股價大漲4.5%；泰碩 (3338) 去年每股估賺近2元，今年業績會更好，今日收高3%。南亞科 (2408) 現金增資引進記憶體模組龍頭金士頓入股，未來將投資美光私募股，形成泛美光聯盟，股價震盪壓回6%。聯發科 (2454) 遭歐系外資調降目標價至230元，今年每股盈餘預估下修至15.5元，股價下挫1%。茂迪 (6244) 在大股東台積電處分部分持股後，聯電 (2303) 也宣布請辭董事職務，今日一度重挫跌停。<BR> 外資今日賣超31.5671億元，5日RSI為14.76，10日RSI為23.06，9日K值為13.51，9日D值為21.61，20日乖離率為-4.78。台股今日受到股王大立光與股后漢微科帶頭下殺，使盤勢開高震盪走低，7800點得而復失，所幸尾盤台塑 (1301) 、富邦金 (2881) 、中華電 (2412) 與鴻海 (2317) 等集團股力撐指數，終場僅小挫19.97點。分析師表示，周末總統大選將屆，市場觀望氣氛濃厚，台股震盪偏弱的可能性較大；短期均線偏空，量價結構不利多方，短線指數將於7675-7950點區間震盪。操作上，去年12月營收相對佳或Q4衰退幅度小，優於市場預期的個股，配合法人買超籌碼穩定標的，為現階段選股的主要參考依據。(編輯整理：龍彩霖)
1196,9,2016/1/14 11:35,台股盤中—美股重挫拖累 權值股帶頭殺 大跌百點再創4個多月新低,台股今(14)日受到美股下挫364點影響，早盤跳空開低再度跌破7700點，最低跌到7662.3點，再創4個多月來低點，下午將召開法說會的台積電與大立光多頭也觀望看待，多頭午盤前進場護盤，權值股收斂跌幅，蘋概股走勢也回神，多檔個股黑翻紅，支撐大盤表現，午盤前指數重回7700點，但跌點仍逾百點，上檔賣壓仍沉重。<BR>台股今日開盤受美股重挫影響，指數跳空開低，一次跌破7700點關卡，今日即將召開法說會的台積電與大立光，股價也面臨沉重壓力雙雙重挫，台積電跌幅逾1%，大立光重摔逾4%，拖累大盤表現。<BR>盤面上權值股走勢疲軟，台積電拖累影響下，鴻海、台塑、國泰金、南亞、台化、富邦金、台達電與聯發科等，股價都在盤下震盪走跌，跌幅逾1%以上；高價股大立光也重挫，漢微科也大跌逾5%，碩禾、浩鼎、聯亞、儒鴻、為升與F-金可等，跌幅也都逾2%以上。<BR>盤面上多頭點火蘋概股，康舒、F-譜瑞、建準、雙鴻等漲幅都逾3%以上；光電股表現也穩建，牧東、友輝、智晶、清惠、瑞儀、正達、益通等都力守平盤以上。<BR>太陽能相關也表態撐盤，在益通帶動下，達能、合晶、錸德、大億科、太極、綠能等股價也力守平盤以上。<BR>半導體股今日成交比重拉升，不過整體類股表現平平，其中F-昂寶、F-譜瑞、欣銓、F-世芯、景碩、力成、揚智、辛耘、合晶、光罩與威盛等，股價都力守平盤以上小漲格局。<BR>金融保險今日走勢持續疲軟，大展證上漲3%以上，國泰金、元大金、京城銀、富邦金、永豐金、玉山金、台新金、中信金、開發金、彰銀、安泰銀、兆豐金、國票金等，股價跌幅都逾1%以上。<BR>整體而言，受到美股重挫影響，亞股今日走勢疲軟不堪，日股盤中更大跌700多短，台股指數早盤也一舉跌破7700點支撐，大跌163點，最低跌到7662點，再創4個多月新低，後續國際股市若持續震盪，指數恐再向下探底。
1223,9,2016/1/14 15:10,《集中市場》三大法人賣超53.7億元，國家隊守得辛苦,台股反彈行情一日告終。前一日美股大跌，台股今日開盤下跌72.52點，盤中再創波段新低，來到7662.34點。大立光 (3008) 大跌百元；金融股的國泰金 (2882) 、富邦金 (2881) 持續重挫，金融股仍遭賣單追打，亦成為台股難有起色主因。台股又破底，國安基金與政府四大基金臨危進場護盤，1:00過後指數開始拉升，台股從下跌130多點一路向上，終場收跌81.73點，為7742.88點，成交量813.71億元。外資今日賣超37.4178億元，投信賣超2.0178億元，自營商賣超14.3430億元，合計賣超53.7786億元。<BR> 類股幾乎全跌，惟食品股挾年節題材，股價力抗空頭，老大哥統一 (1216) 率先登高一呼，味全 (1201) 、佳格 (1227) 翻紅呼應，多數個股跌幅力控在1%左右，成為盤面上難得有生氣的族群。此外，油電與電子通訊逆勢收紅。<BR> 今日上市成交量前5大個股為：友達 (2409) 、國泰金 (2882) 、中信金 (2891) 、富邦金 (2881) 、台積電 (2330) 。成交額前5大個股為：台積電、大立光、可成 (2474) 、聯發科 (2454) 、中華電 (2412) 。台積電2015年仍繳出亮麗成績單，去年合併營收8434.97億元，年增10.6%，稅後淨利3065.74億元，EPS11.82元，連續第2年賺逾一個股本。台積電收盤下跌2元，跌1.5%，為131.5元。<BR> 大立光去年第4季合併毛利率為59.86%，較去年第3季大增4.76個百分點，為2006年第4季以來新高，單季稅前盈餘為78.81億元，稅後盈餘為67.2億元，單季每股盈餘為50.1元；累計104年每股盈餘為180.09元，再創台股新記錄。今日收跌5.6%，為1855元。<BR> 聯發科 (2454) 開盤隨即下跌摜破200元整數大關，盤中創下波段跌幅新低點，最低來到195.5元，200元保衛戰打得辛苦，尾盤則獲奧援，強勢黑翻紅，收於208元，小漲0.73%。<BR> 可成董座洪水樹霸氣喊出，未來5年每年配發給股東的現金股利，將不低於10元，成為具防禦性的高現金股息概念股，吸引資金轉入，股價漲1.39%，為218.5元。<BR> 三大法人合計賣超53.7786億元。台股5日RSI為22.24，10日RSI為26.01，9日K值為13.62，9日D值為17.34，20日乖離率為-4.69。總統大選後天登場，選前觀望氣氛濃，台股被當外資提款機，蘋概股、金融股疲軟壓抑台股走勢，加上美股、陸股弱勢依舊，使得台股難獨善其身，震盪偏空格局，保守操作。（編輯整理：張嘉倚）
1522,11,2016/1/18 12:00,台股盤中─選後國安基金加強護盤？跌百點後翻紅,總統大選塵埃落定，國民黨大敗，蔡英文當選下一任總統，民進黨取得完全執政的優勢，選後台股第一天開盤，受美股重挫的衝擊，指數開低後一度大跌134.12點，不過，在選舉不確定因素消除下，市場預期可望回歸基本面，相關族群成為今(18)日多頭指標，網通、生技、太陽能股人氣旺，加上大立光(3008-TW)、台積電(2330-TW)盤中一度翻紅推升大盤指數也由黑翻紅，表現比預期來的強勢，可惜漲勢並未持續。<BR>美股上周五重挫，道瓊工業指數下跌 390.97 點，或 –2.39%，收在 15988.08點；標普 500 指數下跌 41.51 點，或 –2.16%，收在 1880.33 點；那斯達克指數下跌 126.59 點，或 –2.74%，收在 4488.42 點；美股重挫，台股今日以7678.67點開出，下跌83.34點，指數開低後一度走低至7627.89點，下跌134.12點，盤面上電子股及金融股齊挫，金融股跌勢尤重。<BR>台股大盤指數今日開低，盤面上以網通股、生技股、太陽能股成為人氣指標，陸股開低走高，股王大立光、權值股台積電、聯發科等股低檔買盤支撐，盤中一度翻紅，加上期指逆價差收斂推升現貨的表現，大盤指數一度由黑翻紅，拉升至7794.23點，上漲32.22點，高低點震盪達166點。<BR>運輸股盤中漲幅逾2%，居各類股之冠，百貨股、生技股、電機股、光電股漲幅也逾1%，營建股、玻陶股、造紙股也是上揚的表現，金融股國泰金、富邦金下跌，主要由開發金、新光金、元大金及證券股撐盤。<BR>國泰證期顧問處協理簡伯儀指出，大盤開低走高，在選後不確定因素消除後，大盤回歸基本面，基本面短線好轉的族群包括汽車零組件、網通股，跌深反彈股價淨值比低的個股都值得留意，當然政策概念的生技股也是續強指標。<BR>國安基金今日例會提早至上午召開，是否繼續護盤成為外界關注焦點，國安基金操盤手吳當傑指出，台股相對其他國家來的好，政府如何穩定市場相當重要，絕不會坐視不管。
1644,12,2016/1/19 11:17,【台股盤中】陸GDP跌破7 台股拚翻紅,（中央社記者鍾榮峰台北2016年1月19日電）中國大陸公布2015年全年GDP年增6.9%，是25年來新低。台股盤中翻黑，7800點大關暫時失守。法人表示，台股短線指數仍有機會跌深反彈。<BR>台股早盤走勢震盪整理，上下震盪幅度約50點，盤中中國大陸官方公布去年2015年第4季和去年全年國內生產毛額(GDP)數據，去年GDP年增6.9%，是1990年以來首次跌破7%。台股盤中翻黑，暫失7800點大關。<BR>至11時15分止，台股加權指數來到7794.66點，小跌16.52點，跌幅0.21%，成交值相對萎縮到415.15.85億元。電子股盤中跌0.16%，金融股跌0.51%。<BR>主要電子股盤中漲跌互見，台積電 (2330) 平盤整理，日月光 (2311) 來到34.2元，跌2.4%，聯發科 (2454) 盤中來到218.5元，漲4%。大立光 (3008) 來到2005元，小漲0.5%。<BR>金控股富邦金 (2881) 盤中來到36.95元，跌1%，國泰金 (2882) 、中信金 (2891) 平盤下整理。<BR>國泰證期顧問處協理簡伯儀指出，台股今天早盤消化昨天部分賣壓，盤中量能相對小，賣壓不大，OTC上櫃指數盤中表現不錯，盤面主流股維持強者恆強表現，預估今天台股量能大約在720億元左右。<BR>簡伯儀表示，短線指數仍有機會跌深反彈，若台股能維持5日均線約7793點之上，可偏多操作。
1672,12,2016/1/19 15:13,《集中市場》內閣空窗堪憂，三大法人賣超35.25億元,美股昨夜休市，台股在國安基金宣示繼續護盤激勵下開高，惟追價意願不高，加上大陸去年GDP跌破7消息衝擊，指數震盪翻黑，一度失守7800點、下探7786.77點，午後受到台積電 (2330) 、可成 (2474) 、聯發科 (2454) 、F-TPK (3673) 、大立光 (3008) 、上銀 (2049) 等高價權值股奮勇上衝，指數一路向上走高，終場加權指數上漲43.7點為7854.88點，成交值縮為734.42億元。今日外資賣超51.8319億元，投信賣超0.3977億元，自營商買超16.976億元，三大法人賣超35.25億元。<BR> 電子股今日漲跌互見，權值股大立光 (3008) 、台積電 (2330) 、聯發科 (2454) 走揚，日月光 (2311) 弱勢整理；茂矽 (2342) 及F-TPK (3673) 各擁題材雙雙攻頂；智邦 (2345) 營運亮眼獲三大法人力挺，股價強彈；散熱族群受惠三星Galaxy S7手機正式出貨，雙鴻 (3324) 、超眾 (6230) 獲法人搶進，股價雙漲。傳產股方面，生醫族群挾小英概念股之姿延續昨日漲勢，F-佐登 (4190) 、基因 (6130) 、優盛 (4121) 聯袂攻頂，帶動F-麗豐 (4137) 、和康生 (1783) 、F-康友 (6452) 、F-金可 (8406) 等強勢大漲，推升類股指數勁揚逾1%，成為盤面領頭羊。金控股表現持穩，國泰金 (2882) 、開發金 (2883) 、玉山金 (2884) 、兆豐金 (2886) 、新光金 (2888) 連袂走揚。<BR> 焦點股方面，聯發科 (2454) 澄清賤賣4G晶片報導是捕風捉影，2月1日將舉行線上法說會，市場聚焦毛利率表現，今日獲買盤力挺大漲3%。茂矽 (2342) 因債務展延過關、Q2挑戰轉盈，激勵股價跳空漲停鎖到底。F-大略 (4804) 下午召開法說，由於股價近期跌深，今日獲買盤敲進放量攻頂。璟德 (3152) 搶啖PA商機，Q1業績估年增兩位數，股價衝上漲停。邑錡 (7402) 新產品挹注，今年業績成長可期，在逢低買盤進場承接下連漲兩日，順利站回80元關卡。宏達電 (2498) 消息面紛沓，傳出自華為手中搶下Google Nexus新機訂單及將成立VR新公司，今日收在平盤。彩晶 (6116) 新機鋪貨，Q1業績看增，外資連6日買超，今日榮登台股人氣王，大漲半根停板。<BR> 外資今日賣超51.8319億元，5日RSI為49.20，10日RSI為38.78，9日K值為37.65，9日D值為25.45，20日乖離率為-2.45。台股今日受到生技、電機、遊戲等「小英概念股」強勢領軍，激勵短多士氣，使盤勢開高震盪走高。分析師表示，台股在選後兩交易日穩步震盪趨堅，惟成交量仍無法放大為美中不足，短期在新總統概念股「蜜月」行情方興未艾下，短多空間仍審慎樂觀。惟短期內閣改組與基本面挑戰等不確定性因素將成為台股波動主要來源，新任總統需等到520才上任，尤其是兩岸關係要如何維繫，都是外資圈關注焦點，短期內中概與金融股股價會面臨到較大壓力。操作上，第一季台灣GDP仍將處於低檔，但配合第二季新總統就職，可於本波回檔後展開下半年行情；塑化族群後續將出現油價觸底回升、廠商回補庫存等題材亦可逢低承接，長期仍看好半導體、雲端及物聯網產業、汽車電子等產業。 (編輯整理：龍彩霖)
